y_test,y_predicted
302.0,299.16
5.0,8.09
144.0,133.41
142.0,141.49
260.0,254.69
144.0,143.52
2.0,0.0
238.0,226.39
206.0,204.16
328.0,323.42
347.0,341.61
59.0,54.58
1.0,0.0
255.0,248.63
512.0,507.36
253.0,252.67
152.0,147.56
494.0,483.1
30.0,30.32
414.0,408.31
254.0,250.65
179.0,177.88
119.0,117.24
226.0,226.39
467.0,460.87
503.0,497.25
404.0,400.23
99.0,95.0
283.0,280.97
205.0,204.16
65.0,62.66
334.0,329.48
510.0,501.29
442.0,434.59
255.0,254.69
111.0,119.26
295.0,297.14
111.0,113.2
265.0,262.78
88.0,86.92
177.0,175.86
2.0,4.04
151.0,153.62
464.0,458.85
2.0,6.06
512.0,501.29
487.0,477.04
98.0,99.05
253.0,244.58
233.0,230.43
361.0,353.74
98.0,97.02
498.0,489.17
1.0,0.0
415.0,416.4
258.0,258.73
324.0,329.48
5.0,6.06
235.0,232.46
5.0,0.0
253.0,250.65
258.0,258.73
212.0,204.16
112.0,113.2
178.0,171.81
110.0,107.13
340.0,333.52
259.0,256.71
35.0,32.34
210.0,204.16
53.0,52.56
336.0,331.5
187.0,185.96
121.0,119.26
19.0,14.15
260.0,258.73
385.0,380.01
332.0,325.44
181.0,181.92
79.0,74.79
223.0,222.35
433.0,426.5
92.0,92.98
3.0,0.0
61.0,60.64
157.0,159.69
510.0,501.29
170.0,171.81
253.0,246.6
311.0,303.2
92.0,92.98
242.0,238.52
339.0,335.54
414.0,410.33
216.0,214.26
129.0,129.37
324.0,319.37
426.0,422.46
196.0,194.05
427.0,420.44
150.0,147.56
442.0,434.59
35.0,34.36
264.0,260.75
477.0,468.95
1.0,2.02
203.0,204.16
427.0,422.46
58.0,60.64
184.0,181.92
340.0,333.52
512.0,503.32
56.0,54.58
359.0,353.74
259.0,250.65
259.0,260.75
8.0,4.04
255.0,250.65
151.0,149.58
259.0,256.71
466.0,458.85
249.0,248.63
30.0,32.34
260.0,250.65
77.0,74.79
338.0,337.57
3.0,0.0
41.0,36.38
142.0,139.47
430.0,428.53
119.0,119.26
500.0,489.17
255.0,250.65
471.0,464.91
3.0,0.0
93.0,90.96
465.0,454.8
357.0,355.76
511.0,503.32
502.0,489.17
232.0,228.41
20.0,22.23
70.0,70.75
350.0,351.71
2.0,2.02
214.0,214.26
414.0,400.23
188.0,194.05
510.0,511.4
209.0,216.28
1.0,0.0
155.0,153.62
253.0,248.63
511.0,501.29
258.0,252.67
221.0,214.26
113.0,97.02
398.0,392.14
3.0,10.11
265.0,264.8
260.0,252.67
400.0,396.18
510.0,501.29
333.0,329.48
42.0,40.43
234.0,230.43
415.0,412.36
255.0,252.67
130.0,129.37
255.0,246.6
511.0,499.27
135.0,137.45
200.0,210.22
191.0,190.01
364.0,359.8
151.0,153.62
25.0,22.23
139.0,137.45
88.0,86.92
352.0,351.71
258.0,252.67
162.0,163.73
255.0,248.63
1.0,0.0
312.0,307.24
191.0,187.99
415.0,410.33
227.0,218.31
9.0,10.11
504.0,493.21
43.0,42.45
341.0,341.61
214.0,208.2
3.0,4.04
277.0,270.86
147.0,147.56
114.0,111.17
419.0,412.36
421.0,420.44
361.0,353.74
53.0,52.56
415.0,406.29
359.0,355.76
368.0,363.84
511.0,501.29
400.0,392.14
244.0,238.52
254.0,248.63
512.0,507.36
250.0,248.63
253.0,250.65
3.0,0.0
254.0,250.65
168.0,171.81
26.0,34.36
99.0,109.15
81.0,82.88
17.0,16.17
320.0,321.39
116.0,113.2
292.0,287.03
340.0,329.48
3.0,0.0
246.0,238.52
259.0,252.67
255.0,250.65
467.0,458.85
254.0,246.6
157.0,155.64
512.0,499.27
156.0,155.64
231.0,230.43
1.0,0.0
45.0,44.47
18.0,18.19
510.0,501.29
169.0,171.81
87.0,86.92
214.0,212.24
260.0,258.73
183.0,185.96
345.0,339.59
232.0,228.41
23.0,20.21
253.0,250.65
140.0,137.45
436.0,432.57
360.0,357.78
109.0,105.11
511.0,499.27
511.0,501.29
449.0,446.72
29.0,22.23
222.0,222.35
31.0,26.28
386.0,384.06
511.0,503.32
253.0,250.65
259.0,252.67
337.0,341.61
294.0,303.2
259.0,266.82
79.0,76.81
328.0,319.37
258.0,252.67
115.0,119.26
1.0,2.02
510.0,501.29
511.0,491.19
356.0,355.76
259.0,248.63
260.0,250.65
2.0,0.0
2.0,2.02
73.0,70.75
3.0,2.02
2.0,2.02
342.0,339.59
488.0,491.19
167.0,173.84
1.0,0.0
354.0,347.67
69.0,70.75
1.0,2.02
93.0,86.92
373.0,367.89
249.0,240.54
255.0,252.67
151.0,147.56
254.0,250.65
1.0,2.02
36.0,36.38
280.0,278.95
96.0,95.0
2.0,0.0
282.0,274.9
260.0,256.71
190.0,192.03
366.0,359.8
259.0,252.67
231.0,228.41
129.0,125.32
187.0,187.99
2.0,0.0
363.0,361.82
108.0,107.13
191.0,190.01
313.0,309.27
149.0,147.56
482.0,473.0
477.0,470.97
85.0,84.9
259.0,248.63
2.0,0.0
181.0,179.9
335.0,331.5
38.0,38.41
13.0,8.09
412.0,408.31
510.0,507.36
510.0,511.4
3.0,0.0
3.0,0.0
512.0,499.27
177.0,177.88
98.0,95.0
3.0,0.0
146.0,145.54
25.0,32.34
144.0,151.6
103.0,113.2
435.0,430.55
232.0,230.43
507.0,497.25
79.0,74.79
511.0,499.27
61.0,56.6
411.0,400.23
10.0,10.11
397.0,394.16
468.0,460.87
2.0,4.04
1.0,4.04
2.0,4.04
290.0,293.1
260.0,258.73
368.0,361.82
125.0,123.3
468.0,460.87
466.0,460.87
462.0,454.8
258.0,252.67
255.0,246.6
220.0,218.31
363.0,359.8
510.0,503.32
120.0,115.22
235.0,234.48
180.0,183.94
40.0,50.53
254.0,264.8
512.0,503.32
377.0,371.93
406.0,398.21
294.0,291.07
314.0,313.31
430.0,424.48
3.0,0.0
2.0,0.0
255.0,250.65
159.0,163.73
3.0,4.04
358.0,361.82
237.0,240.54
190.0,190.01
3.0,2.02
393.0,386.08
281.0,278.95
3.0,2.02
258.0,248.63
336.0,323.42
179.0,179.9
13.0,10.11
179.0,175.86
511.0,503.32
511.0,507.36
24.0,24.26
361.0,351.71
77.0,76.81
18.0,14.15
128.0,127.34
322.0,319.37
85.0,84.9
501.0,493.21
249.0,250.65
504.0,509.38
254.0,250.65
254.0,248.63
277.0,272.88
100.0,99.05
353.0,347.67
219.0,216.28
218.0,220.33
258.0,252.67
221.0,220.33
459.0,462.89
314.0,311.29
361.0,353.74
183.0,177.88
194.0,192.03
81.0,78.83
45.0,48.51
2.0,0.0
2.0,0.0
314.0,311.29
121.0,119.26
260.0,258.73
154.0,147.56
246.0,242.56
41.0,40.43
483.0,477.04
193.0,190.01
244.0,238.52
510.0,501.29
101.0,97.02
328.0,323.42
123.0,119.26
492.0,485.12
134.0,133.41
409.0,406.29
254.0,250.65
412.0,408.31
103.0,105.11
362.0,361.82
1.0,2.02
511.0,501.29
141.0,141.49
273.0,272.88
40.0,36.38
141.0,135.43
260.0,254.69
12.0,10.11
455.0,450.76
290.0,285.01
18.0,18.19
2.0,0.0
312.0,307.24
461.0,456.82
2.0,2.02
254.0,248.63
434.0,422.46
195.0,200.11
158.0,151.6
219.0,218.31
148.0,147.56
380.0,375.97
43.0,42.45
392.0,386.08
324.0,321.39
7.0,8.09
200.0,196.07
311.0,309.27
98.0,99.05
247.0,238.52
94.0,92.98
3.0,2.02
36.0,34.36
206.0,204.16
480.0,475.02
439.0,432.57
332.0,325.44
510.0,495.23
203.0,198.09
419.0,414.38
79.0,74.79
451.0,444.7
83.0,82.88
255.0,254.69
216.0,216.28
128.0,137.45
47.0,50.53
247.0,252.67
298.0,299.16
145.0,145.54
430.0,424.48
255.0,244.58
393.0,390.12
208.0,200.11
311.0,303.2
174.0,171.81
270.0,266.82
255.0,250.65
128.0,125.32
361.0,359.8
178.0,173.84
75.0,78.83
48.0,46.49
325.0,323.42
151.0,151.6
291.0,285.01
155.0,151.6
373.0,363.84
271.0,268.84
451.0,442.68
131.0,127.34
204.0,204.16
215.0,212.24
439.0,432.57
343.0,341.61
396.0,390.12
2.0,0.0
2.0,0.0
89.0,90.96
219.0,222.35
129.0,131.39
210.0,208.2
70.0,68.73
253.0,250.65
483.0,477.04
260.0,256.71
349.0,341.61
512.0,499.27
321.0,313.31
266.0,258.73
3.0,0.0
498.0,489.17
496.0,489.17
236.0,240.54
255.0,248.63
321.0,315.33
259.0,260.75
383.0,388.1
439.0,438.63
3.0,2.02
124.0,123.3
233.0,232.46
104.0,115.22
227.0,232.46
394.0,384.06
136.0,131.39
161.0,159.69
155.0,155.64
160.0,161.71
430.0,428.53
253.0,246.6
119.0,115.22
253.0,246.6
89.0,88.94
452.0,446.72
190.0,192.03
74.0,76.81
41.0,36.38
482.0,475.02
1.0,4.04
512.0,503.32
510.0,497.25
304.0,299.16
1.0,0.0
100.0,99.05
236.0,234.48
178.0,179.9
260.0,258.73
345.0,339.59
110.0,109.15
245.0,248.63
123.0,129.37
511.0,507.36
41.0,40.43
33.0,32.34
31.0,24.26
489.0,485.12
480.0,470.97
152.0,151.6
59.0,46.49
454.0,442.68
42.0,48.51
253.0,252.67
511.0,501.29
200.0,198.09
260.0,250.65
258.0,254.69
39.0,44.47
226.0,222.35
510.0,499.27
384.0,380.01
510.0,503.32
376.0,373.95
53.0,52.56
345.0,341.61
476.0,468.95
141.0,141.49
217.0,214.26
28.0,26.28
254.0,252.67
385.0,386.08
254.0,262.78
253.0,252.67
512.0,501.29
87.0,86.92
506.0,499.27
2.0,0.0
64.0,64.68
346.0,331.5
380.0,371.93
265.0,264.8
178.0,173.84
1.0,0.0
35.0,36.38
255.0,256.71
412.0,408.31
426.0,418.42
196.0,194.05
333.0,325.44
3.0,0.0
10.0,10.11
187.0,187.99
112.0,109.15
157.0,161.71
260.0,254.69
130.0,129.37
395.0,392.14
309.0,303.2
260.0,256.71
11.0,10.11
395.0,392.14
122.0,121.28
231.0,232.46
260.0,254.69
2.0,0.0
254.0,250.65
223.0,222.35
399.0,396.18
260.0,252.67
320.0,315.33
41.0,38.41
434.0,426.5
266.0,262.78
103.0,99.05
421.0,414.38
255.0,250.65
376.0,373.95
254.0,244.58
350.0,345.65
198.0,192.03
395.0,392.14
9.0,8.09
258.0,252.67
456.0,450.76
104.0,103.09
512.0,503.32
116.0,109.15
327.0,323.42
181.0,173.84
42.0,42.45
65.0,62.66
253.0,248.63
183.0,183.94
512.0,501.29
61.0,60.64
254.0,254.69
118.0,115.22
168.0,167.77
259.0,254.69
2.0,0.0
381.0,373.95
502.0,493.21
374.0,369.91
253.0,248.63
441.0,432.57
331.0,327.46
18.0,18.19
1.0,0.0
254.0,246.6
314.0,315.33
476.0,470.97
3.0,4.04
46.0,52.56
2.0,0.0
199.0,204.16
104.0,105.11
27.0,26.28
1.0,0.0
253.0,248.63
148.0,149.58
259.0,252.67
512.0,501.29
172.0,169.79
34.0,30.32
248.0,244.58
3.0,0.0
77.0,78.83
106.0,105.11
203.0,202.13
204.0,202.13
511.0,503.32
259.0,256.71
45.0,48.51
149.0,147.56
254.0,248.63
485.0,481.08
442.0,436.61
351.0,345.65
512.0,497.25
253.0,250.65
420.0,414.38
387.0,380.01
259.0,254.69
432.0,422.46
134.0,133.41
282.0,280.97
34.0,42.45
19.0,24.26
258.0,264.8
450.0,450.76
1.0,6.06
47.0,44.47
260.0,254.69
29.0,28.3
162.0,159.69
1.0,0.0
334.0,321.39
41.0,38.41
3.0,0.0
413.0,402.25
234.0,232.46
511.0,503.32
2.0,0.0
460.0,450.76
511.0,499.27
327.0,323.42
111.0,107.13
346.0,339.59
327.0,323.42
222.0,222.35
25.0,26.28
255.0,252.67
144.0,145.54
163.0,173.84
259.0,264.8
23.0,30.32
512.0,501.29
288.0,285.01
511.0,501.29
146.0,143.52
510.0,495.23
344.0,337.57
226.0,216.28
237.0,232.46
255.0,248.63
172.0,175.86
417.0,414.38
120.0,123.3
3.0,10.11
255.0,254.69
51.0,54.58
266.0,266.82
472.0,462.89
167.0,161.71
258.0,248.63
353.0,345.65
223.0,222.35
34.0,32.34
197.0,196.07
254.0,248.63
3.0,2.02
512.0,501.29
43.0,40.43
92.0,90.96
187.0,185.96
214.0,212.24
287.0,282.99
260.0,254.69
454.0,442.68
331.0,321.39
255.0,254.69
327.0,317.35
259.0,256.71
49.0,52.56
403.0,396.18
273.0,270.86
2.0,4.04
7.0,4.04
512.0,507.36
3.0,8.09
2.0,2.02
137.0,129.37
93.0,92.98
40.0,42.45
1.0,0.0
1.0,0.0
2.0,2.02
404.0,402.25
241.0,234.48
32.0,32.34
166.0,161.71
1.0,0.0
258.0,254.69
510.0,503.32
140.0,139.47
96.0,90.96
316.0,311.29
333.0,329.48
300.0,297.14
130.0,129.37
89.0,88.94
9.0,10.11
3.0,10.11
248.0,248.63
340.0,337.57
250.0,248.63
379.0,373.95
315.0,307.24
467.0,460.87
108.0,103.09
7.0,8.09
266.0,260.75
255.0,248.63
3.0,2.02
171.0,167.77
456.0,446.72
259.0,256.71
2.0,2.02
182.0,185.96
92.0,92.98
6.0,8.09
1.0,0.0
417.0,410.33
338.0,333.52
258.0,252.67
97.0,90.96
495.0,485.12
79.0,78.83
28.0,28.3
1.0,0.0
204.0,206.18
50.0,50.53
463.0,454.8
483.0,475.02
52.0,50.53
86.0,82.88
496.0,489.17
254.0,254.69
2.0,0.0
77.0,70.75
413.0,408.31
430.0,428.53
138.0,141.49
258.0,252.67
156.0,153.62
1.0,2.02
148.0,147.56
80.0,78.83
259.0,256.71
511.0,499.27
370.0,363.84
134.0,133.41
478.0,466.93
2.0,0.0
1.0,2.02
254.0,250.65
434.0,430.55
36.0,36.38
282.0,276.92
272.0,268.84
19.0,22.23
384.0,384.06
496.0,485.12
98.0,103.09
60.0,58.62
496.0,481.08
253.0,248.63
271.0,272.88
147.0,141.49
512.0,499.27
260.0,260.75
413.0,412.36
454.0,446.72
279.0,276.92
248.0,244.58
255.0,246.6
447.0,442.68
338.0,333.52
3.0,0.0
9.0,10.11
79.0,82.88
281.0,280.97
258.0,260.75
89.0,90.96
360.0,355.76
437.0,428.53
317.0,315.33
338.0,333.52
253.0,248.63
255.0,250.65
258.0,254.69
440.0,430.55
46.0,44.47
259.0,252.67
2.0,0.0
259.0,258.73
253.0,252.67
28.0,28.3
99.0,97.02
417.0,410.33
118.0,119.26
56.0,52.56
63.0,60.64
281.0,274.9
1.0,0.0
510.0,503.32
289.0,280.97
253.0,250.65
123.0,119.26
389.0,382.03
284.0,282.99
398.0,394.16
89.0,86.92
365.0,355.76
208.0,210.22
70.0,70.75
507.0,497.25
215.0,214.26
92.0,92.98
278.0,270.86
374.0,371.93
258.0,254.69
290.0,282.99
1.0,0.0
297.0,293.1
266.0,262.78
309.0,305.22
332.0,325.44
455.0,448.74
141.0,135.43
511.0,499.27
260.0,252.67
512.0,501.29
246.0,240.54
255.0,250.65
495.0,485.12
2.0,0.0
189.0,190.01
200.0,200.11
393.0,394.16
510.0,507.36
255.0,254.69
150.0,155.64
269.0,262.78
276.0,274.9
254.0,252.67
114.0,113.2
309.0,299.16
1.0,2.02
298.0,295.12
1.0,8.09
253.0,254.69
179.0,177.88
78.0,78.83
245.0,238.52
359.0,355.76
95.0,92.98
255.0,252.67
343.0,337.57
90.0,86.92
504.0,495.23
403.0,396.18
511.0,505.34
512.0,501.29
374.0,365.86
199.0,194.05
308.0,301.18
329.0,325.44
510.0,499.27
37.0,38.41
92.0,90.96
198.0,200.11
231.0,244.58
447.0,450.76
429.0,430.55
73.0,72.77
478.0,466.93
3.0,0.0
277.0,280.97
121.0,113.2
319.0,313.31
510.0,493.21
122.0,119.26
351.0,343.63
426.0,418.42
271.0,270.86
512.0,503.32
250.0,242.56
412.0,404.27
3.0,0.0
281.0,280.97
361.0,363.84
222.0,226.39
18.0,14.15
254.0,248.63
178.0,181.92
506.0,505.34
105.0,107.13
511.0,499.27
113.0,111.17
485.0,475.02
308.0,301.18
260.0,256.71
363.0,353.74
448.0,440.65
474.0,470.97
469.0,464.91
74.0,74.79
67.0,70.75
459.0,454.8
260.0,266.82
275.0,272.88
66.0,62.66
441.0,434.59
1.0,6.06
352.0,359.8
3.0,12.13
259.0,254.69
245.0,240.54
258.0,248.63
79.0,74.79
471.0,458.85
448.0,440.65
450.0,432.57
430.0,426.5
485.0,477.04
124.0,121.28
503.0,491.19
465.0,458.85
259.0,254.69
338.0,331.5
367.0,361.82
363.0,361.82
167.0,175.86
458.0,458.85
441.0,444.7
282.0,280.97
381.0,377.99
260.0,260.75
454.0,454.8
258.0,252.67
259.0,248.63
201.0,196.07
306.0,301.18
74.0,72.77
239.0,242.56
259.0,246.6
511.0,501.29
466.0,458.85
255.0,250.65
351.0,339.59
339.0,331.5
96.0,95.0
260.0,252.67
506.0,497.25
260.0,256.71
46.0,44.47
510.0,503.32
56.0,64.68
129.0,131.39
511.0,501.29
243.0,242.56
33.0,34.36
451.0,440.65
416.0,410.33
258.0,252.67
282.0,276.92
66.0,62.66
86.0,86.92
409.0,406.29
259.0,254.69
2.0,0.0
296.0,295.12
260.0,252.67
325.0,321.39
76.0,78.83
303.0,297.14
216.0,210.22
407.0,406.29
385.0,375.97
284.0,276.92
346.0,341.61
254.0,248.63
291.0,285.01
403.0,398.21
511.0,503.32
489.0,483.1
461.0,454.8
201.0,198.09
381.0,377.99
83.0,86.92
121.0,125.32
97.0,99.05
3.0,2.02
271.0,274.9
117.0,125.32
113.0,127.34
482.0,483.1
43.0,44.47
510.0,497.25
62.0,56.6
482.0,473.0
59.0,50.53
510.0,491.19
339.0,325.44
240.0,234.48
441.0,430.55
226.0,224.37
379.0,377.99
107.0,107.13
334.0,331.5
489.0,477.04
296.0,295.12
228.0,228.41
120.0,121.28
510.0,503.32
453.0,448.74
163.0,165.75
315.0,305.22
372.0,365.86
90.0,88.94
26.0,30.32
66.0,68.73
146.0,145.54
511.0,507.36
217.0,216.28
338.0,337.57
83.0,78.83
474.0,464.91
511.0,503.32
403.0,400.23
1.0,0.0
335.0,325.44
418.0,416.4
423.0,420.44
130.0,127.34
250.0,242.56
298.0,293.1
234.0,238.52
421.0,424.48
259.0,258.73
262.0,258.73
1.0,0.0
226.0,222.35
463.0,460.87
123.0,119.26
510.0,497.25
3.0,0.0
379.0,375.97
26.0,22.23
260.0,260.75
511.0,499.27
292.0,291.07
512.0,499.27
512.0,497.25
3.0,6.06
2.0,0.0
510.0,499.27
260.0,256.71
215.0,216.28
454.0,446.72
511.0,507.36
318.0,319.37
88.0,92.98
393.0,396.18
260.0,256.71
360.0,361.82
512.0,501.29
118.0,117.24
141.0,139.47
297.0,293.1
387.0,396.18
34.0,40.43
397.0,390.12
255.0,246.6
263.0,262.78
119.0,119.26
153.0,157.67
367.0,361.82
486.0,473.0
252.0,246.6
259.0,246.6
472.0,460.87
510.0,497.25
14.0,14.15
86.0,82.88
1.0,0.0
254.0,254.69
114.0,115.22
288.0,291.07
103.0,101.07
259.0,254.69
180.0,183.94
98.0,107.13
283.0,276.92
97.0,95.0
16.0,14.15
121.0,119.26
198.0,196.07
196.0,196.07
478.0,473.0
263.0,258.73
425.0,416.4
105.0,105.11
250.0,242.56
460.0,452.78
175.0,173.84
199.0,198.09
260.0,252.67
254.0,252.67
254.0,252.67
274.0,270.86
259.0,258.73
250.0,248.63
296.0,289.05
203.0,202.13
510.0,503.32
494.0,487.15
258.0,254.69
1.0,0.0
168.0,167.77
371.0,365.86
341.0,339.59
124.0,123.3
162.0,157.67
361.0,357.78
1.0,12.13
2.0,16.17
185.0,185.96
366.0,361.82
254.0,250.65
510.0,497.25
252.0,242.56
1.0,0.0
82.0,76.81
489.0,475.02
17.0,20.21
494.0,489.17
96.0,90.96
397.0,392.14
301.0,299.16
244.0,250.65
429.0,420.44
468.0,462.89
173.0,175.86
163.0,157.67
194.0,194.05
218.0,220.33
488.0,481.08
460.0,452.78
259.0,252.67
2.0,0.0
3.0,0.0
301.0,307.24
258.0,254.69
181.0,181.92
125.0,119.26
371.0,365.86
441.0,436.61
12.0,16.17
29.0,24.26
389.0,382.03
259.0,254.69
20.0,20.21
222.0,218.31
255.0,250.65
455.0,452.78
1.0,0.0
259.0,256.71
350.0,345.65
191.0,192.03
262.0,256.71
287.0,280.97
426.0,420.44
272.0,262.78
123.0,121.28
510.0,499.27
457.0,454.8
54.0,54.58
99.0,95.0
98.0,97.02
285.0,280.97
3.0,4.04
60.0,60.64
23.0,20.21
376.0,371.93
442.0,442.68
63.0,66.7
254.0,248.63
255.0,250.65
127.0,127.34
223.0,222.35
512.0,499.27
359.0,351.71
253.0,248.63
259.0,254.69
510.0,497.25
46.0,46.49
280.0,274.9
188.0,185.96
472.0,468.95
254.0,250.65
512.0,503.32
410.0,408.31
326.0,323.42
139.0,135.43
324.0,323.42
308.0,305.22
311.0,307.24
220.0,216.28
267.0,264.8
254.0,252.67
510.0,507.36
369.0,373.95
345.0,345.65
266.0,256.71
260.0,256.71
59.0,58.62
188.0,187.99
260.0,254.69
491.0,481.08
328.0,323.42
352.0,349.69
291.0,291.07
259.0,258.73
512.0,501.29
472.0,466.93
17.0,16.17
496.0,479.06
255.0,252.67
88.0,95.0
135.0,133.41
3.0,0.0
510.0,503.32
1.0,4.04
334.0,337.57
136.0,135.43
1.0,4.04
510.0,503.32
339.0,331.5
193.0,192.03
253.0,244.58
510.0,497.25
255.0,248.63
42.0,44.47
38.0,34.36
442.0,436.61
1.0,2.02
241.0,236.5
208.0,202.13
68.0,66.7
512.0,505.34
185.0,185.96
435.0,432.57
106.0,103.09
34.0,32.34
56.0,52.56
182.0,181.92
110.0,109.15
29.0,28.3
511.0,505.34
59.0,54.58
254.0,250.65
260.0,250.65
229.0,232.46
260.0,254.69
504.0,493.21
116.0,117.24
179.0,175.86
77.0,76.81
512.0,499.27
502.0,499.27
259.0,254.69
259.0,250.65
41.0,38.41
457.0,454.8
305.0,309.27
121.0,121.28
145.0,145.54
368.0,363.84
253.0,258.73
76.0,84.9
347.0,343.63
336.0,327.46
97.0,99.05
191.0,187.99
441.0,434.59
133.0,129.37
282.0,278.95
511.0,497.25
36.0,34.36
146.0,145.54
434.0,424.48
232.0,234.48
2.0,2.02
125.0,123.3
1.0,0.0
258.0,254.69
382.0,380.01
512.0,503.32
369.0,363.84
64.0,60.64
64.0,56.6
374.0,369.91
413.0,410.33
153.0,147.56
432.0,424.48
466.0,458.85
477.0,473.0
259.0,258.73
421.0,422.46
89.0,86.92
262.0,254.69
357.0,351.71
23.0,24.26
84.0,86.92
