y1_test,y_predicted
502.0,499.37
232.0,239.62
20.0,34.23
70.0,72.49
350.0,352.38
2.0,4.03
214.0,211.43
414.0,412.79
188.0,193.31
510.0,507.43
209.0,217.47
1.0,8.05
155.0,149.01
253.0,255.73
511.0,493.33
258.0,251.7
221.0,229.55
113.0,112.76
398.0,392.65
3.0,6.04
265.0,267.81
260.0,257.74
400.0,394.67
510.0,501.39
333.0,336.27
42.0,46.31
234.0,237.61
415.0,412.79
255.0,257.74
130.0,134.91
255.0,263.78
511.0,499.37
135.0,144.98
200.0,207.4
191.0,193.31
364.0,366.48
151.0,151.02
25.0,28.19
139.0,138.94
88.0,90.61
352.0,362.45
258.0,261.77
162.0,165.12
255.0,259.76
1.0,4.03
312.0,314.12
191.0,187.27
415.0,404.74
227.0,235.59
9.0,8.05
504.0,497.36
43.0,44.3
341.0,346.34
214.0,221.5
3.0,4.03
277.0,279.89
147.0,136.93
114.0,112.76
419.0,410.78
421.0,422.86
361.0,364.46
53.0,54.37
415.0,416.82
359.0,358.42
368.0,362.45
511.0,503.4
400.0,398.69
244.0,243.65
254.0,253.71
512.0,505.42
250.0,257.74
253.0,255.73
3.0,6.04
254.0,257.74
168.0,165.12
26.0,32.22
99.0,106.72
81.0,80.54
17.0,24.16
320.0,328.22
116.0,116.79
292.0,293.99
340.0,344.33
3.0,4.03
246.0,241.63
259.0,253.71
255.0,261.77
467.0,467.16
254.0,261.77
157.0,165.12
512.0,499.37
156.0,161.09
231.0,241.63
1.0,4.03
45.0,48.33
18.0,26.18
510.0,493.33
169.0,177.2
87.0,90.61
214.0,225.52
260.0,261.77
183.0,179.21
345.0,348.35
232.0,235.59
23.0,30.2
253.0,243.65
140.0,140.95
436.0,434.94
360.0,372.52
109.0,106.72
511.0,497.36
511.0,495.35
449.0,445.01
29.0,40.27
222.0,221.5
31.0,32.22
386.0,380.57
511.0,497.36
253.0,255.73
259.0,257.74
337.0,340.3
294.0,298.01
259.0,259.76
79.0,80.54
328.0,334.26
258.0,251.7
115.0,112.76
1.0,6.04
510.0,499.37
511.0,507.43
356.0,354.4
259.0,251.7
260.0,257.74
2.0,4.03
2.0,4.03
73.0,72.49
3.0,8.05
2.0,4.03
342.0,346.34
488.0,481.25
167.0,173.17
1.0,4.03
354.0,362.45
69.0,70.48
1.0,4.03
93.0,98.67
373.0,374.53
249.0,247.67
255.0,261.77
151.0,159.08
254.0,249.69
1.0,86.59
36.0,80.54
280.0,38.26
96.0,320.16
2.0,36.24
282.0,336.27
260.0,195.32
190.0,463.13
366.0,130.88
259.0,30.2
231.0,22.15
129.0,28.19
187.0,10.07
2.0,30.2
363.0,8.05
108.0,6.04
191.0,22.15
313.0,20.14
149.0,14.1
482.0,16.11
477.0,38.26
85.0,479.24
259.0,495.35
2.0,159.08
181.0,483.27
335.0,179.21
38.0,271.84
13.0,473.2
412.0,436.95
510.0,485.28
510.0,157.06
3.0,485.28
3.0,157.06
512.0,451.05
177.0,165.12
98.0,449.03
3.0,479.24
146.0,497.36
25.0,181.22
144.0,183.24
103.0,10.07
435.0,104.71
232.0,469.17
507.0,8.05
79.0,402.72
511.0,233.58
61.0,153.03
411.0,434.94
10.0,432.93
397.0,471.18
468.0,434.94
2.0,217.47
1.0,332.25
2.0,233.58
290.0,281.91
260.0,384.6
368.0,451.05
125.0,457.09
468.0,219.48
466.0,475.21
462.0,322.18
258.0,418.83
255.0,388.63
220.0,459.1
363.0,469.17
510.0,445.01
120.0,354.4
235.0,455.08
180.0,418.83
40.0,304.05
254.0,449.03
512.0,376.54
377.0,354.4
406.0,213.44
294.0,257.74
314.0,463.13
430.0,414.8
3.0,221.5
2.0,350.37
255.0,318.15
159.0,390.64
3.0,471.18
358.0,442.99
237.0,211.43
190.0,394.67
3.0,320.16
393.0,275.86
281.0,322.18
3.0,392.65
258.0,273.85
336.0,304.05
179.0,406.75
13.0,316.14
179.0,285.93
511.0,275.86
511.0,225.52
24.0,396.68
361.0,235.59
77.0,412.79
18.0,267.81
128.0,463.13
322.0,398.69
85.0,457.09
501.0,475.21
249.0,483.27
504.0,485.28
254.0,211.43
254.0,384.6
277.0,475.21
100.0,449.03
353.0,438.97
219.0,479.24
218.0,447.02
258.0,281.91
221.0,360.44
459.0,473.2
314.0,408.76
361.0,485.28
183.0,302.04
194.0,442.99
81.0,436.95
45.0,281.91
2.0,251.7
2.0,340.3
314.0,48.33
121.0,261.77
260.0,442.99
154.0,424.87
246.0,416.82
41.0,324.19
483.0,455.08
193.0,330.23
244.0,293.99
510.0,239.62
101.0,161.09
328.0,296.0
123.0,438.97
492.0,374.53
134.0,126.86
409.0,94.64
254.0,440.98
412.0,165.12
103.0,485.28
362.0,382.59
1.0,116.79
511.0,265.8
141.0,78.53
273.0,58.39
40.0,64.44
141.0,408.76
260.0,336.27
12.0,265.8
455.0,342.31
290.0,128.87
18.0,394.67
2.0,402.72
312.0,410.78
461.0,356.41
2.0,442.99
254.0,332.25
434.0,217.47
195.0,436.95
158.0,322.18
219.0,483.27
148.0,485.28
380.0,273.85
43.0,231.57
392.0,483.27
324.0,445.01
7.0,449.03
200.0,445.01
311.0,418.83
98.0,396.68
247.0,467.16
94.0,392.65
3.0,442.99
36.0,277.88
206.0,227.54
480.0,394.67
439.0,392.65
332.0,213.44
510.0,418.83
203.0,426.89
419.0,449.03
79.0,479.24
451.0,434.94
83.0,410.78
255.0,376.54
216.0,136.93
128.0,279.89
47.0,477.23
247.0,281.91
298.0,231.57
145.0,445.01
430.0,326.2
255.0,404.74
393.0,128.87
208.0,251.7
311.0,469.17
174.0,398.69
270.0,428.9
255.0,461.12
128.0,263.78
361.0,465.14
178.0,469.17
75.0,372.52
48.0,229.55
325.0,291.97
151.0,243.65
291.0,442.99
155.0,467.16
373.0,372.52
271.0,378.56
451.0,376.54
131.0,273.85
204.0,451.05
215.0,420.84
439.0,467.16
343.0,219.48
396.0,382.59
2.0,469.17
2.0,412.79
89.0,229.55
219.0,396.68
129.0,326.2
210.0,374.53
70.0,416.82
253.0,467.16
483.0,388.63
260.0,259.76
349.0,251.7
512.0,453.06
321.0,12.08
266.0,414.8
3.0,398.69
498.0,314.12
496.0,314.12
236.0,457.09
255.0,293.99
321.0,374.53
259.0,457.09
383.0,384.6
439.0,370.5
3.0,471.18
124.0,368.49
233.0,293.99
104.0,372.52
227.0,416.82
394.0,358.42
136.0,221.5
161.0,461.12
155.0,457.09
160.0,253.71
430.0,402.72
253.0,400.71
119.0,265.8
253.0,277.88
89.0,406.75
452.0,312.11
190.0,442.99
74.0,442.99
41.0,384.6
482.0,442.99
1.0,352.38
512.0,221.5
510.0,78.53
304.0,179.21
1.0,300.03
100.0,287.95
236.0,287.95
178.0,263.78
260.0,84.57
345.0,277.88
110.0,56.38
245.0,122.83
123.0,275.86
511.0,316.14
41.0,68.46
33.0,223.51
31.0,207.4
489.0,28.19
480.0,76.52
152.0,507.43
59.0,293.99
454.0,426.89
42.0,424.87
253.0,332.25
511.0,418.83
200.0,265.8
260.0,366.48
258.0,412.79
39.0,140.95
226.0,362.45
510.0,467.16
384.0,479.24
510.0,80.54
376.0,513.47
53.0,326.2
345.0,189.28
476.0,88.6
141.0,368.49
217.0,330.23
28.0,346.34
254.0,201.36
385.0,136.93
254.0,449.03
253.0,320.16
512.0,36.24
87.0,90.61
506.0,330.23
2.0,386.61
64.0,513.47
346.0,426.89
380.0,501.39
265.0,80.54
178.0,420.84
1.0,255.73
35.0,314.12
255.0,471.18
412.0,293.99
426.0,471.18
196.0,438.97
333.0,396.68
3.0,469.17
10.0,368.49
187.0,360.44
112.0,366.48
157.0,447.02
260.0,245.66
130.0,265.8
395.0,358.42
309.0,58.39
260.0,291.97
11.0,259.76
395.0,481.25
122.0,78.53
231.0,146.99
260.0,386.61
2.0,265.8
254.0,513.47
223.0,304.05
399.0,116.79
260.0,461.12
320.0,267.81
41.0,209.42
434.0,289.96
266.0,116.79
103.0,253.71
421.0,159.08
255.0,481.25
376.0,374.53
254.0,396.68
350.0,215.46
198.0,255.73
395.0,479.24
9.0,426.89
258.0,410.78
456.0,296.0
104.0,477.23
512.0,296.0
116.0,354.4
327.0,275.86
181.0,408.76
42.0,432.93
65.0,398.69
253.0,459.1
183.0,471.18
512.0,463.13
61.0,366.48
254.0,455.08
118.0,410.78
168.0,304.05
259.0,338.29
2.0,360.44
381.0,354.4
502.0,481.25
374.0,461.12
253.0,440.98
441.0,414.8
331.0,475.21
18.0,251.7
1.0,404.74
254.0,316.14
314.0,122.83
476.0,463.13
3.0,300.03
46.0,233.58
2.0,360.44
199.0,366.48
104.0,384.6
27.0,418.83
1.0,485.28
253.0,465.14
148.0,370.5
259.0,414.8
512.0,277.88
172.0,384.6
34.0,378.56
248.0,245.66
3.0,455.08
77.0,243.65
106.0,291.97
203.0,237.61
204.0,493.33
511.0,312.11
259.0,225.52
45.0,430.91
149.0,287.95
254.0,459.1
485.0,283.92
442.0,442.99
351.0,414.8
512.0,324.19
253.0,177.2
420.0,336.27
387.0,489.31
259.0,66.45
432.0,296.0
134.0,461.12
282.0,199.35
34.0,334.26
19.0,201.36
258.0,298.01
450.0,267.81
1.0,455.08
47.0,269.82
260.0,388.63
29.0,261.77
162.0,96.65
1.0,364.46
334.0,275.86
41.0,149.01
3.0,406.75
413.0,471.18
234.0,388.63
511.0,465.14
2.0,322.18
460.0,442.99
511.0,267.81
327.0,382.59
111.0,318.15
346.0,376.54
327.0,467.16
222.0,229.55
25.0,461.12
255.0,451.05
144.0,386.61
163.0,279.89
259.0,447.02
23.0,366.48
512.0,370.5
288.0,376.54
511.0,344.33
146.0,287.95
510.0,475.21
344.0,308.08
226.0,461.12
237.0,412.79
255.0,398.69
172.0,453.06
417.0,388.63
120.0,434.94
3.0,372.52
255.0,386.61
51.0,378.56
266.0,223.51
472.0,392.65
167.0,463.13
258.0,467.16
353.0,430.91
223.0,416.82
34.0,453.06
197.0,455.08
254.0,243.65
3.0,422.86
512.0,392.65
43.0,306.07
92.0,420.84
187.0,364.46
214.0,233.58
287.0,247.67
260.0,412.79
454.0,273.85
331.0,414.8
255.0,406.75
327.0,416.82
259.0,467.16
49.0,394.67
403.0,461.12
273.0,380.57
2.0,318.15
7.0,475.21
512.0,293.99
3.0,314.12
2.0,366.48
137.0,406.75
93.0,281.91
40.0,356.41
1.0,364.46
1.0,193.31
2.0,161.09
404.0,485.28
241.0,237.61
32.0,302.04
166.0,161.09
1.0,513.47
258.0,32.22
510.0,267.81
140.0,513.47
96.0,80.54
316.0,60.41
333.0,332.25
300.0,88.6
130.0,191.29
89.0,122.83
9.0,136.93
3.0,201.36
248.0,499.37
340.0,245.66
250.0,82.56
379.0,469.17
315.0,74.5
467.0,171.16
108.0,312.11
7.0,233.58
266.0,293.99
255.0,459.1
3.0,293.99
171.0,352.38
456.0,414.8
259.0,445.01
2.0,366.48
182.0,418.83
92.0,465.14
6.0,360.44
1.0,467.16
417.0,146.99
338.0,384.6
258.0,124.84
97.0,261.77
495.0,42.29
79.0,497.36
28.0,140.95
1.0,396.68
204.0,320.16
50.0,384.6
463.0,153.03
483.0,269.82
52.0,241.63
86.0,467.16
496.0,372.52
254.0,293.99
2.0,310.1
77.0,110.75
413.0,64.44
430.0,511.46
138.0,189.28
258.0,404.74
156.0,267.81
1.0,513.47
148.0,275.86
80.0,346.34
259.0,173.17
511.0,275.86
370.0,463.13
134.0,453.06
478.0,241.63
2.0,328.22
1.0,485.28
254.0,324.19
434.0,110.75
36.0,461.12
282.0,221.5
272.0,336.27
19.0,438.97
384.0,469.17
496.0,471.18
98.0,479.24
60.0,279.89
496.0,459.1
253.0,463.13
271.0,241.63
147.0,420.84
512.0,400.71
260.0,434.94
413.0,310.1
454.0,445.01
279.0,410.78
248.0,342.31
255.0,424.87
447.0,378.56
338.0,362.45
3.0,402.72
9.0,398.69
79.0,370.5
281.0,469.17
258.0,475.21
89.0,293.99
360.0,430.91
437.0,483.27
317.0,434.94
338.0,390.64
253.0,424.87
255.0,364.46
258.0,229.55
440.0,362.45
46.0,426.89
259.0,408.76
2.0,418.83
259.0,352.38
253.0,328.22
28.0,70.48
99.0,438.97
417.0,376.54
118.0,334.26
56.0,306.07
63.0,463.13
281.0,243.65
1.0,473.2
510.0,314.12
289.0,368.49
253.0,455.08
123.0,287.95
389.0,142.97
284.0,74.5
398.0,322.18
89.0,414.8
365.0,140.95
208.0,293.99
70.0,306.07
507.0,191.29
215.0,312.11
92.0,235.59
278.0,324.19
374.0,189.28
258.0,513.47
290.0,259.76
1.0,175.18
297.0,76.52
266.0,449.03
309.0,211.43
332.0,171.16
455.0,151.02
141.0,72.49
511.0,334.26
260.0,92.63
512.0,38.26
246.0,108.73
255.0,237.61
495.0,324.19
2.0,112.76
189.0,300.03
200.0,36.24
393.0,432.93
510.0,74.5
255.0,513.47
150.0,144.98
269.0,322.18
276.0,491.32
254.0,223.51
114.0,455.08
309.0,473.2
1.0,459.1
298.0,408.76
1.0,442.99
253.0,497.36
179.0,289.96
78.0,434.94
245.0,48.33
359.0,68.46
95.0,235.59
255.0,320.16
343.0,513.47
90.0,96.65
504.0,513.47
403.0,38.26
511.0,328.22
512.0,80.54
374.0,302.04
199.0,116.79
308.0,461.12
329.0,140.95
510.0,146.99
37.0,505.42
92.0,485.28
198.0,380.57
231.0,366.48
447.0,275.86
429.0,449.03
73.0,314.12
478.0,243.65
3.0,410.78
277.0,298.01
121.0,201.36
319.0,167.13
510.0,132.9
122.0,235.59
351.0,165.12
426.0,477.23
271.0,487.29
512.0,344.33
250.0,275.86
412.0,465.14
3.0,495.35
281.0,88.6
361.0,316.14
222.0,215.46
18.0,338.29
254.0,207.4
178.0,312.11
506.0,334.26
105.0,88.6
511.0,110.75
113.0,372.52
485.0,235.59
308.0,298.01
260.0,247.67
363.0,384.6
448.0,451.05
474.0,253.71
469.0,434.94
74.0,219.48
67.0,378.56
459.0,465.14
260.0,434.94
275.0,372.52
66.0,451.05
441.0,432.93
1.0,340.3
352.0,404.74
3.0,384.6
259.0,386.61
245.0,390.64
258.0,420.84
79.0,469.17
471.0,400.71
448.0,469.17
450.0,469.17
430.0,473.2
485.0,368.49
124.0,459.1
503.0,440.98
465.0,430.91
259.0,461.12
338.0,259.76
367.0,273.85
363.0,404.74
167.0,477.23
458.0,336.27
441.0,338.29
282.0,416.82
381.0,334.26
260.0,382.59
454.0,340.3
258.0,334.26
259.0,473.2
201.0,410.78
306.0,447.02
74.0,465.14
239.0,275.86
259.0,424.87
511.0,96.65
466.0,233.58
255.0,285.93
351.0,287.95
339.0,449.03
96.0,428.9
260.0,459.1
506.0,221.5
260.0,491.32
46.0,356.41
510.0,434.94
56.0,376.54
129.0,376.54
511.0,451.05
243.0,459.1
33.0,300.03
451.0,422.86
416.0,412.79
258.0,445.01
282.0,298.01
66.0,328.22
86.0,318.15
409.0,416.82
259.0,440.98
2.0,370.5
296.0,384.6
260.0,255.73
325.0,227.54
76.0,318.15
303.0,354.4
216.0,239.62
407.0,410.78
385.0,261.77
284.0,455.08
346.0,239.62
254.0,302.04
291.0,364.46
403.0,346.34
511.0,487.29
489.0,289.96
461.0,386.61
201.0,461.12
381.0,392.65
83.0,281.91
121.0,376.54
97.0,340.3
3.0,298.01
271.0,189.28
117.0,489.31
113.0,380.57
482.0,386.61
43.0,467.16
510.0,410.78
62.0,463.13
482.0,404.74
59.0,422.86
510.0,440.98
339.0,392.65
240.0,243.65
441.0,320.16
226.0,289.96
379.0,239.62
107.0,386.61
334.0,471.18
489.0,471.18
296.0,432.93
228.0,257.74
120.0,342.31
510.0,265.8
453.0,157.06
163.0,455.08
315.0,459.1
372.0,442.99
90.0,243.65
26.0,410.78
66.0,410.78
146.0,479.24
511.0,447.02
217.0,477.23
338.0,293.99
83.0,394.67
474.0,360.44
511.0,277.88
403.0,430.91
1.0,487.29
335.0,392.65
418.0,455.08
423.0,485.28
130.0,449.03
250.0,370.5
298.0,296.0
234.0,447.02
421.0,370.5
259.0,291.97
262.0,352.38
1.0,424.87
226.0,70.48
463.0,424.87
123.0,376.54
510.0,380.57
3.0,354.4
379.0,296.0
26.0,398.69
260.0,368.49
511.0,461.12
292.0,308.08
512.0,261.77
512.0,183.24
3.0,227.54
2.0,159.08
510.0,332.25
260.0,227.54
215.0,449.03
454.0,380.57
511.0,342.31
318.0,457.09
88.0,255.73
393.0,396.68
260.0,447.02
360.0,469.17
512.0,225.52
118.0,457.09
141.0,291.97
297.0,237.61
387.0,418.83
34.0,420.84
397.0,291.97
255.0,304.05
263.0,233.58
119.0,453.06
153.0,374.53
367.0,253.71
486.0,400.71
252.0,428.9
259.0,424.87
472.0,259.76
510.0,408.76
14.0,269.82
86.0,406.75
1.0,428.9
254.0,302.04
114.0,62.42
288.0,322.18
103.0,171.16
259.0,265.8
180.0,261.77
98.0,378.56
283.0,467.16
97.0,336.27
16.0,316.14
121.0,388.63
198.0,38.26
196.0,245.66
478.0,412.79
263.0,221.5
425.0,195.32
105.0,457.09
250.0,104.71
460.0,310.1
175.0,312.11
199.0,430.91
260.0,265.8
254.0,424.87
254.0,326.2
274.0,362.45
259.0,463.13
250.0,400.71
296.0,414.8
203.0,467.16
510.0,386.61
494.0,312.11
258.0,334.26
1.0,175.18
168.0,404.74
371.0,314.12
341.0,426.89
124.0,326.2
162.0,149.01
361.0,483.27
1.0,259.76
2.0,279.89
185.0,513.47
366.0,414.8
254.0,251.7
510.0,410.78
252.0,153.03
1.0,298.01
82.0,181.22
489.0,195.32
17.0,70.48
494.0,302.04
96.0,120.82
397.0,445.01
301.0,473.2
244.0,445.01
429.0,469.17
468.0,70.48
173.0,447.02
163.0,84.57
194.0,436.95
218.0,394.67
488.0,320.16
460.0,122.83
259.0,203.37
2.0,110.75
3.0,261.77
301.0,404.74
258.0,469.17
181.0,293.99
125.0,447.02
371.0,223.51
441.0,459.1
12.0,291.97
29.0,265.8
389.0,207.4
259.0,406.75
20.0,410.78
222.0,438.97
255.0,243.65
455.0,368.49
1.0,475.21
259.0,110.75
350.0,12.08
191.0,424.87
262.0,479.24
287.0,243.65
426.0,322.18
272.0,146.99
123.0,191.29
510.0,370.5
457.0,308.08
54.0,302.04
99.0,28.19
98.0,495.35
285.0,350.37
3.0,189.28
60.0,511.46
23.0,40.27
376.0,495.35
442.0,471.18
63.0,144.98
254.0,275.86
255.0,173.17
127.0,306.07
223.0,120.82
512.0,479.24
359.0,312.11
253.0,457.09
259.0,342.31
510.0,265.8
46.0,432.93
280.0,352.38
188.0,289.96
472.0,440.98
254.0,459.1
512.0,157.06
410.0,116.79
326.0,410.78
139.0,410.78
324.0,239.62
308.0,388.63
311.0,257.74
220.0,440.98
267.0,328.22
254.0,350.37
510.0,358.42
369.0,330.23
345.0,388.63
266.0,370.5
260.0,245.66
59.0,392.65
188.0,330.23
260.0,416.82
491.0,386.61
328.0,477.23
352.0,271.84
291.0,483.27
259.0,479.24
512.0,408.76
472.0,54.37
17.0,364.46
496.0,465.14
255.0,279.89
88.0,372.52
135.0,473.2
3.0,451.05
510.0,352.38
1.0,374.53
334.0,432.93
136.0,237.61
1.0,92.63
510.0,412.79
339.0,34.23
193.0,412.79
253.0,277.88
510.0,267.81
255.0,513.47
42.0,388.63
38.0,134.91
442.0,404.74
1.0,98.67
241.0,267.81
208.0,426.89
68.0,48.33
512.0,68.46
185.0,84.57
435.0,124.84
106.0,330.23
34.0,479.24
56.0,370.5
182.0,459.1
110.0,451.05
29.0,312.11
511.0,340.3
59.0,475.21
254.0,346.34
260.0,340.3
229.0,302.04
260.0,445.01
504.0,372.52
116.0,436.95
179.0,223.51
77.0,465.14
512.0,459.1
502.0,324.19
259.0,275.86
259.0,463.13
41.0,388.63
457.0,438.97
305.0,416.82
121.0,481.25
145.0,386.61
368.0,376.54
253.0,241.63
76.0,513.47
347.0,442.99
336.0,346.34
97.0,273.85
191.0,304.05
441.0,94.64
133.0,306.07
282.0,179.21
511.0,475.21
36.0,237.61
146.0,229.55
434.0,60.41
232.0,455.08
2.0,475.21
125.0,277.88
1.0,149.01
258.0,501.39
382.0,257.74
512.0,501.39
369.0,497.36
64.0,463.13
64.0,283.92
374.0,298.01
413.0,440.98
153.0,449.03
432.0,249.69
466.0,471.18
477.0,410.78
259.0,243.65
421.0,38.26
89.0,422.86
262.0,308.08
357.0,438.97
23.0,434.94
84.0,366.48
